title,score_phrase,score,genre,editors_choice
MLB 08: The Show,Great,8.0,Sports,N
Kidz Sports: International Soccer,Unbearable,1.0,Sports,N
Bully: Scholarship Edition,Great,8.0,Action,N
Strider [1989],Good,7.5,Action,N
Turning Point: Fall of Liberty Collector's Edition,Mediocre,5.0,Shooter,N
SEGA Bass Fishing [2008],Okay,6.0,Hunting,N
Audiosurf,Great,8.6,"Music, Action",Y
Sam & Max: Season Two -- Episode #3: Night of the Raving Dead,Okay,6.8,Adventure,N
Mega Brain Boost,Bad,4.5,Compilation,N
Myth Makers: Orbs of Doom,Painful,2.9,Action,N
Spy Games: Elevator Mission,Painful,2.5,Shooter,N
Columns III: Revenge of Columns,Mediocre,5.5,Puzzle,N
SingStar '90s,Good,7.5,Music,N
Dragon Quest Swords: The Masked Queen and the Tower of Mirrors,Good,7.0,"Action, RPG",N
Commanders: Attack of the Genos,Good,7.6,Strategy,N
N+,Great,8.5,Platformer,Y
The King of Fighters '94,Great,8.0,Fighting,N
Apollo Justice: Ace Attorney,Great,8.3,Adventure,N
Pet Pals: Animal Doctor,Good,7.0,Simulation,N
London Taxi: Rush Hour,Unbearable,1.0,Racing,N
Brain Assist,Good,7.0,Educational,N
Jumper: Griffin's Story,Awful,3.7,Action,N
Disney Friends,Good,7.0,Adventure,N
The New Zealand Story Revolution,Mediocre,5.6,Platformer,N
Bubble Bobble Double Shot,Mediocre,5.9,Platformer,N
Rocketmen: Axis of Evil,Mediocre,5.5,Shooter,N
Major League Baseball 2K8,Okay,6.5,Sports,N
Blokus Portable: Steambot Championship,Mediocre,5.0,Puzzle,N
Kidz Sports: Basketball,Unbearable,1.0,Sports,N
Puppy Palace,Awful,3.0,Virtual Pet,N
The Sims 2: FreeTime (Limited Edition),Great,8.3,Simulation,N
Kidz Sports: Ice Hockey,Unbearable,1.0,Sports,N
Naval Battle,Great,8.5,Strategy,Y
Art of Fighting Anthology,Good,7.0,"Fighting, Compilation",N
Phantasy Star II,Great,8.0,RPG,N
Atelier Iris 3 ~Grand Phantasm~,Okay,6.0,RPG,N
Call of Duty 3 (Platinum Hits),Great,8.8,Shooter,Y
Petz: Wild Animals -- Tigerz,Good,7.7,Virtual Pet,N
Final Fantasy Crystal Chronicles: Ring of Fates,Great,8.2,RPG,N
Super Smash Bros. Brawl,Amazing,9.5,Fighting,Y
Lords of Thunder,Great,8.5,Shooter,Y
Army of Two,Good,7.9,Action,N
Naruto: Ninja Destiny,Good,7.2,Fighting,N
The Sims 2: FreeTime,Great,8.3,Simulation,N
Grey's Anatomy,Great,8.0,Simulation,N
Triggerheart Exelica,Mediocre,5.7,Shooter,N
God of War: Chains of Olympus,Amazing,9.4,Action,Y
Rig Racer 2,Awful,3.0,Racing,N
The History Channel: Lost Worlds,Awful,3.0,"Action, Adventure",N
"Go, Diego, Go! Safari Rescue",Good,7.1,Adventure,N
Iridium Runners,Okay,6.5,Racing,N
Mystery Dungeon: Shiren the Wanderer,Okay,6.5,RPG,N
SWAT Elite Troops,Good,7.9,Action,N
M&M's Kart Racing,Painful,2.5,"Racing, Action",N
Time Traveler,Awful,3.0,Action,N
Pinball Hall of Fame: The Williams Collection,Great,8.0,Pinball,N
Toy Home Expansion Pack,Mediocre,5.0,Racing,N
"Warhammer 40,000: Dawn of War -- Soulstorm",Good,7.0,Strategy,N
Chicken Hunter,Awful,3.5,Shooter,N
Classic British Motor Racing,Painful,2.1,Racing,N
Worms: A Space Oddity,Good,7.0,Strategy,N
FlatOut: Head On,Good,7.7,Racing,N
Sam & Max: Season Two -- Episode #4: Chariot of the Dogs,Great,8.3,Adventure,N
Eco-Creatures: Save the Forest,Mediocre,5.5,Strategy,N
Bliss Island,Awful,3.5,Puzzle,N
Tom Clancy's Rainbow Six: Vegas 2,Great,8.4,Shooter,N
Barnyard Blast: Swine of the Night,Good,7.2,Shooter,N
Tom Clancy's Rainbow Six: Vegas 2 (Limited Edition),Great,8.4,Shooter,N
Dark Sector,Good,7.7,Shooter,N
Obscure: The Aftermath,Good,7.0,"Action, Adventure",N
AGEOD's American Civil War: 1861-1865 -- The Blue and the Gray,Okay,6.2,Strategy,N
Insecticide,Good,7.0,"Action, Adventure",N
Destroy All Humans! Big Willy Unleashed,Mediocre,5.8,Adventure,N
Hot Shots Golf: Out of Bounds,Great,8.9,"Sports, Action",Y
Ninja Reflex,Okay,6.0,Party,N
Condemned 2: Bloodshot,Great,8.0,Action,N
SEGA Superstars Tennis,Okay,6.2,Sports,N
Super Turrican,Great,8.5,Action,Y
Pro Evolution Soccer 2008,Great,8.3,Sports,N
Crisis Core: Final Fantasy VII,Great,8.5,"Action, RPG",Y
Puyo Puyo 2: Tsuu,Great,8.0,Puzzle,N
Popeye,Great,8.5,Action,Y
Metal Gear Solid Mobile,Great,8.0,Action,N
Viking: Battle for Asgard,Okay,6.3,Action,N
Spelunker,Painful,2.5,Platformer,N
Imperium Romanum,Okay,6.0,Strategy,N
Psychosis,Mediocre,5.0,Shooter,N
The House of the Dead 2 & 3 Return,Okay,6.0,Shooter,N
DoReMi Fantasy: Milon's DokiDoki Adventure,Good,7.5,Platformer,N
Ninja Gaiden: Dragon Sword,Great,8.6,Action,Y
Best of Tests DS,Painful,2.0,Puzzle,N
Command & Destroy,Bad,4.0,Strategy,N
World Heroes Anthology,Mediocre,5.3,"Fighting, Compilation",N
Ghost Manor,Good,7.5,Adventure,N
Innocent Life: A Futuristic Harvest Moon -- Special Edition,Okay,6.0,RPG,N
The Lost Crown: A Ghost-hunting Adventure,Good,7.0,Adventure,N
ANNO 1701: Dawn of Discovery,Good,7.5,Simulation,N
Naruto: Ultimate Ninja 3,Good,7.6,Fighting,N
Nanostray 2,Great,8.1,Shooter,N
Bratz: Super Babyz,Bad,4.0,Simulation,N
Wild ARMs XF,Mediocre,5.8,RPG,N
Samurai Warriors 2: Xtreme Legends,Mediocre,5.3,Action,N
Diamond Islands,Great,8.0,Puzzle,N
Metal Gear Solid: The Essential Collection,Great,8.8,Compilation,Y
Kawasaki Quad Bikes,Painful,2.0,Racing,N
Petz: Bunnyz,Good,7.0,Virtual Pet,N
Yoshi's Cookie,Okay,6.0,Puzzle,N
George of the Jungle and the Search for the Secret,Painful,2.9,Action,N
Spandex Force,Good,7.5,Puzzle,N
Kawasaki Jet Ski,Painful,2.0,Sports,N
Blastdown!,Great,8.0,Puzzle,N
Dynamite Duke,Mediocre,5.0,Action,N
Backyard Baseball '09,Okay,6.0,Sports,N
Lost in Blue 3,Mediocre,5.5,Adventure,N
Arcana Heart,Great,8.3,Fighting,N
Opoona,Okay,6.8,RPG,N
Destroy All Humans! Crypto Does Vegas,Mediocre,5.0,Action,N
Michael Jackson's Moonwalker,Bad,4.5,Action,N
Fab 5 Soccer,Mediocre,5.0,Sports,N
Mega Turrican,Good,7.5,Action,N
Panzer Command: Kharkov,Okay,6.7,Strategy,N
Lost Cities,Mediocre,5.5,Card,N
Shin Megami Tensei: Persona 3 FES,Great,8.8,RPG,Y
Harvest Moon DS Cute,Mediocre,5.8,RPG,N
Let's Ride! Friends Forever,Painful,2.0,Virtual Pet,N
Mr. Driller Online,Painful,2.8,Action,N
Legendary Axe,Great,8.0,Action,N
World Championship Cards,Awful,3.2,Card,N
Great War Nations: The Spartans,Okay,6.0,Strategy,N
Grand Theft Auto IV (Special Edition),Masterpiece,10.0,Action,Y
Summer Sports: Paradise Island,Bad,4.4,"Sports, Compilation",N
Jack Keane,Good,7.5,Adventure,N
Super R-Type,Okay,6.5,Shooter,N
GoPets: Vacation Island,Okay,6.0,Virtual Pet,N
Rhem 3,Okay,6.5,"Puzzle, Adventure",N
Go Go Ackman 3,Great,8.2,Action,N
Law & Order: Celebrity Betrayal,Good,7.5,Adventure,N
Matchmaker: Love U,Good,7.5,Simulation,N
HurryDate's SpeedDaters,Good,7.0,Simulation,N
Furu Furu Park,Awful,3.5,Action,N
Rondo of Swords,Okay,6.8,"Strategy, RPG",N
Pokemon Mystery Dungeon: Explorers of Time,Okay,6.5,RPG,N
Pokemon Mystery Dungeon: Explorers of Darkness,Okay,6.5,RPG,N
River City Ransom,Amazing,9.0,Action,Y
Fantasy Aquarium,Unbearable,1.0,Simulation,N
Fatal Fury: Battle Archives Volume 2,Good,7.0,Fighting,N
NBA Ballers: Chosen One,Okay,6.0,Sports,N
Magic Online III,Mediocre,5.5,"Card, Battle",N
Bases Loaded,Bad,4.5,Sports,N
Teenage Zombies: Invasion of the Alien Brain Thingys!,Okay,6.8,Platformer,N
Battlezone,Okay,6.0,Shooter,N
The World Ends with You,Amazing,9.0,RPG,Y
Ninja Reflex: Steamworks Edition,Okay,6.0,Party,N
Ego,Great,8.9,Simulation,Y
Double Sequence,Bad,4.0,Puzzle,N
Mana Khemia: Alchemists of Al-Revis,Mediocre,5.7,RPG,N
Tetris Blockout,Mediocre,5.5,Puzzle,N
Yahtzee Adventures,Okay,6.5,Board,N
Baroque,Mediocre,5.4,RPG,N
MiniCopter: Adventure Flight,Bad,4.0,"Flight, Simulation",N
SNK Arcade Classics: Volume 1,Okay,6.7,"Action, Compilation",N
Cory in the House,Awful,3.0,Action,N
Grand Theft Auto IV,Masterpiece,10.0,"Action, Adventure",Y
AMF Bowling: Pinbusters,Painful,2.0,Sports,N
King's Knight,Awful,3.0,Shooter,N
Knuckles Chaotix,Okay,6.0,Platformer,N
Cocoto Magic Circus,Mediocre,5.8,Shooter,N
Spitfire Heroes: Tales of the Royal Air Force,Mediocre,5.5,"Flight, Action",N
Valis III,Good,7.5,Adventure,N
Mario Kart Wii,Great,8.5,"Racing, Action",Y
Diary Girl,Bad,4.5,Productivity,N
Saga,Mediocre,5.0,Strategy,N
Warhawk -- Operation: Broken Mirror,Great,8.5,"Flight, Action",Y
Imagine: Figure Skater,Okay,6.5,Sports,N
Rocky and Bullwinkle,Awful,3.0,Action,N
Gran Turismo 5 Prologue,Great,8.5,Racing,Y
Fantasy Zone,Great,8.5,Shooter,Y
Dora the Explorer: Dora Saves The Mermaids,Mediocre,5.0,Adventure,N
Europa Universalis: Rome,Great,8.7,Strategy,Y
Phantasy Star III: Generations of Doom,Okay,6.5,RPG,N
Octomania,Good,7.6,Puzzle,N
Rafa Nadal Tennis,Mediocre,5.5,Sports,N
Biathlon 2008,Painful,2.0,Sports,N
Battle of the Bands,Mediocre,5.6,Music,N
Target: Terror,Awful,3.5,Shooter,N
TiQal,Okay,6.5,Puzzle,N
Bubble Bash,Good,7.2,Puzzle,N
Command & Conquer 3: Kane's Wrath,Good,7.9,Strategy,N
Air Diver,Awful,3.5,Flight,N
Super Stardust HD Solo,Great,8.2,Shooter,N
Championship Pony,Mediocre,5.0,Sports,N
Lost Empire: Immortals,Okay,6.0,Strategy,N
Monopoly: Here & Now (2008),Great,8.5,Board,Y
Pirates of the Caribbean: Aegir's Fire,Good,7.0,Action,N
Powerball,Okay,6.0,Sports,N
Overclocked: A History of Violence,Good,7.0,Adventure,N
"Sam & Max: Season Two -- Episode #5: What's New, Beelzebub?",Great,8.2,Adventure,N
Sprint Cars 2: Showdown at Eldora,Painful,2.3,Racing,N
Riddle of the Tomb,Good,7.7,Adventure,N
High School Musical 2: Work This Out,Bad,4.0,Music,N
Major League Baseball 2K8 Fantasy All-Stars,Mediocre,5.5,Sports,N
Assassin's Creed: Director's Cut Edition,Good,7.8,Action,N
Heavenly Guardian,Bad,4.0,Action,N
SingStar [2007] (Game & Microphone),Great,8.5,Music,Y
Star Soldier R,Okay,6.0,Shooter,N
Indiana Jones' Greatest Adventure,Great,8.0,Action,N
The Chronicles of Narnia: Prince Caspian,Okay,6.3,"Action, Adventure",N
Harvest: Massive Encounter,Mediocre,5.5,Strategy,N
UEFA Euro 2008,Great,8.1,Sports,N
Sky Kid,Bad,4.0,Shooter,N
Wii Fit,Great,8.0,Sports,N
Street Fighter II: Champion Edition,Good,7.8,Fighting,N
Assault Heroes 2,Great,8.5,Action,Y
Pop,Okay,6.0,"Puzzle, Action",N
V.I.P. Casino: Blackjack,Okay,6.5,Card,N
TV Show King,Okay,6.4,Trivia,N
Defend Your Castle,Good,7.9,Action,N
Iron Man,Awful,3.8,"Action, Adventure",N
Renegade,Okay,6.0,"Fighting, Action",N
Crosswords DS,Great,8.0,"Puzzle, Word Game",N
Let's Pilates,Good,7.9,Productivity,N
Powerboat GT,Okay,6.0,Racing,N
Let's Yoga,Good,7.5,Productivity,N
Wolves of the Pacific -- The Silent Hunter: U-Boat Missions,Good,7.0,Simulation,N
Myst,Bad,4.0,Adventure,N
Final Fantasy Crystal Chronicles: My Life as a King,Good,7.5,Adventure,N
PixelJunk Monsters Encore,Good,7.9,Strategy,N
Seven Kingdoms: Conquest,Awful,3.0,Strategy,N
LostWinds,Great,8.2,Adventure,N
R-Type Command,Good,7.3,Strategy,N
Castle of Shikigami III,Good,7.9,Shooter,N
Speed Racer: The Videogame,Good,7.0,Racing,N
River King: Mystic Valley,Mediocre,5.0,"RPG, Simulation",N
Plushees,Bad,4.0,Virtual Pet,N
Real Soccer 2008,Bad,4.5,Sports,N
Sudden Strike 3: Arms for Victory,Mediocre,5.3,Strategy,N
Echochrome,Great,8.5,Puzzle,Y
Dream Pinball 3D,Mediocre,5.1,Pinball,N
Gaiares,Great,8.0,Action,N
Baseball Mogul 2009,Okay,6.2,"Sports, Simulation",N
Earnest Evans,Awful,3.0,Platformer,N
Galactic Civilizations II: Twilight of the Arnor,Amazing,9.1,Strategy,Y
Dancing with the Stars: The PC Game,Awful,3.5,Music,N
Emergency Mayhem,Mediocre,5.0,Action,N
WWII Aces,Bad,4.5,"Flight, Simulation",N
Toy Shop,Awful,3.0,Simulation,N
Wits & Wagers,Okay,6.4,Trivia,N
Boom Blox,Great,8.1,"Puzzle, Action",N
Brain Voyage,Mediocre,5.0,Productivity,N
Aquarium,Unbearable,1.0,Simulation,N
Puppy Luv: Your New Best Friend,Awful,3.5,Virtual Pet,N
Stranger,Bad,4.4,Strategy,N
Dilbert Cubicle Chaos,Good,7.0,Action,N
I-play Bowling,Amazing,9.0,Sports,Y
SEGA Columns Deluxe,Good,7.4,"Puzzle, Compilation",N
City Connection,Mediocre,5.0,Action,N
Dr. Mario Online Rx,Great,8.5,Puzzle,Y
Ninja Gaiden II,Great,8.7,Action,Y
Drone Tactics,Good,7.4,Strategy,N
Sherlock Holmes: Nemesis,Good,7.0,Adventure,N
Grid,Great,8.7,Racing,Y
Hot Shots Golf: Open Tee 2,Great,8.5,Sports,Y
Penny Arcade's On the Rain-Slick Precipice of Darkness,Good,7.8,RPG,N
Indiana Jones and the Kingdom of the Crystal Skull,Okay,6.0,Action,N
Critter Round-Up,Okay,6.1,Action,N
We Ski,Okay,6.0,Sports,N
Sonic Jump 2,Good,7.0,Action,N
Haze,Bad,4.5,Shooter,N
SingStar [2007] (Game Only Edition),Great,8.5,Music,Y
The Dog Island,Good,7.0,Adventure,N
Gumboy Tournament,Okay,6.6,Action,N
Roogoo,Great,8.5,Puzzle,Y
Space Invaders Extreme,Great,8.5,Shooter,Y
The Incredible Hulk,Mediocre,5.2,Action,N
My Pokemon Ranch,Bad,4.0,Virtual Pet,N
Metal Gear Solid 4: Guns of the Patriots,Masterpiece,10.0,Action,Y
Secret Agent Clank,Okay,6.5,Action,N
NovaStrike,Awful,3.5,Shooter,N
Kung Fu Panda,Good,7.5,"Action, Adventure",N
LEGO Indiana Jones: The Original Adventures,Great,8.0,"Action, Adventure",N
Robert Ludlum's The Bourne Conspiracy,Good,7.5,"Action, Adventure",N
Lost Planet: Extreme Condition -- Colonies Edition,Good,7.5,Action,N
Family Table Tennis,Painful,2.5,Sports,N
Dracula: Origin,Great,8.0,Adventure,N
Wedding Dash,Good,7.7,Simulation,N
Chaos Theory,Okay,6.5,Puzzle,N
Bio Miracle Bokutte Upa,Good,7.0,Platformer,N
LOL,Good,7.5,Party,N
Kawasaki Snowmobiles,Painful,2.1,Racing,N
Death Jr.: Root of Evil,Good,7.4,Platformer,N
Wolf of the Battlefield: Commando 3,Okay,6.2,Action,N
Golf Superstars 2008,Okay,6.0,Sports,N
"BlastWorks: Build, Trade, Destroy",Great,8.1,Action,N
Aces of the Galaxy,Great,8.4,Action,N
Rambo III,Good,7.0,Shooter,N
Protöthea,Mediocre,5.4,Shooter,N
Super Fantasy Zone,Great,8.0,Shooter,N
Space Force Captains,Bad,4.0,Strategy,N
Belief & Betrayal,Mediocre,5.4,Adventure,N
The Political Machine 2008,Good,7.3,Strategy,N
Ninja Combat,Awful,3.5,Action,N
Etrian Odyssey II: Heroes of Lagaard,Great,8.0,RPG,N
Tamagotchi Connection: Corner Shop 3,Mediocre,5.7,Virtual Pet,N
Trials 2: Second Edition,Great,8.0,Racing,N
Dragon Ball Z: Burst Limit,Good,7.9,Fighting,N
Don King Presents: Prizefighter,Mediocre,5.0,Sports,N
Blokus World Tour,Good,7.5,Board,N
Chaos Wars,Good,7.5,Strategy,N
Deca Sports,Bad,4.5,"Sports, Compilation",N
Metal Slug,Great,8.5,Action,Y
Buku Sudoku,Okay,6.0,Puzzle,N
Fatal Inertia EX,Good,7.2,"Racing, Action",N
Jake Hunter: Detective Chronicles,Okay,6.4,Adventure,N
My Fashion Studio,Good,7.0,Simulation,N
Sea Life Safari,Bad,4.5,Simulation,N
Stronghold Crusader Extreme,Bad,4.8,Strategy,N
Millionaire 2009,Good,7.0,Trivia,N
Devil May Cry 3D,Okay,6.0,Action,N
Summon Night: Twin Age,Great,8.2,RPG,N
Warlords (2008),Mediocre,5.0,Action,N
Europa Universalis III: In Nomine,Great,8.0,Strategy,N
NASCAR 09,Okay,6.5,Racing,N
Arkanoid DS,Bad,4.5,Action,N
Riding Star,Awful,3.0,Racing,N
Wild Earth: African Safari,Mediocre,5.0,Adventure,N
Metal Gear Solid 4: Guns of the Patriots (Limited Edition),Masterpiece,10.0,Action,Y
Paws & Claws Pet Vet 2,Bad,4.0,Virtual Pet,N
Magnetica Twist,Good,7.0,Puzzle,N
Guitar Hero: Aerosmith (Game & Guitar Controller),Good,7.6,Music,N
Guitar Hero: Aerosmith,Good,7.6,Music,N
The Oregon Trail,Great,8.0,Simulation,N
Deadliest Catch: Alaskan Storm,Okay,6.4,Hunting,N
Imagine: Rock Star,Awful,3.2,Music,N
Mega Man Star Force 2: Zerker X Saurian,Mediocre,5.0,RPG,N
WALL-E,Good,7.3,"Action, Adventure",N
Guitar Hero: Aerosmith (Limited Edition Bundle),Good,7.0,Music,N
Supreme Ruler 2020,Good,7.8,Strategy,N
Hellboy: The Science of Evil,Awful,3.5,Action,N
Age of Conan: Hyborian Adventures (Collector's Edition),Good,7.8,"Action, RPG",N
Trauma Center: Under the Knife 2,Great,8.4,Simulation,Y
Gyrostarr,Good,7.2,Shooter,N
Overlord: Raising Hell,Okay,6.0,Adventure,N
Alone in the Dark,Awful,3.5,Adventure,N
Ticket to Ride,Okay,6.5,Board,N
Operation Darkness,Painful,2.5,Strategy,N
Legendary Axe II,Great,8.0,Action,N
Mega Man Star Force 2: Zerker X Ninja,Mediocre,5.0,RPG,N
Cake Mania 2: Jill's Next Adventure!,Mediocre,5.0,Simulation,N
Supernova 2: Spacewar,Awful,3.0,Strategy,N
Pacific Storm: Allies,Okay,6.8,Strategy,N
ActRaiser 2,Good,7.5,Action,N
Minestorm,Good,7.5,Action,N
Crazy Machines 2,Okay,6.8,Puzzle,N
Happy Tree Friends: False Alarm,Okay,6.2,"Puzzle, Action",N
Armor Attack,Mediocre,5.0,Action,N
Top Spin 3,Good,7.9,Sports,N
Battlefield: Bad Company (Gold Edition),Great,8.6,Shooter,N
Necromancer,Good,7.0,Action,N
Guitar Hero On Tour,Amazing,9.0,Music,Y
Final Fantasy Tactics A2: Grimoire of the Rift,Amazing,9.0,"Strategy, RPG",Y
Battlefield: Bad Company,Great,8.6,Shooter,Y
Sid Meier's Civilization Revolution,Great,8.8,Strategy,Y
Wacky Races: Crash & Dash,Bad,4.2,Racing,N
Samurai Shodown,Great,8.5,Fighting,Y
Code Lyoko: Fall of X.A.N.A,Mediocre,5.5,RPG,N
Super Dodgeball Brawlers,Okay,6.5,Sports,N
Naruto: Ultimate Ninja Heroes 2: The Phantom Fortress,Good,7.1,Fighting,N
Super Stardust HD Team Expansion,Good,7.8,Shooter,N
Final Fantasy Fables: Chocobo's Dungeon,Great,8.4,"Action, RPG",N
Hail to the Chimp,Awful,3.5,Party,N
Wanted,Okay,6.5,Action,N
Pranksterz: Off Your Boss,Awful,3.5,Puzzle,N
Geometry Wars: Retro Evolved 2,Great,8.3,Shooter,N
Major League Eating: The Game,Awful,3.7,Sports,N
New International Track & Field,Great,8.7,"Sports, Compilation",Y
The Mummy: Tomb of the Dragon Emperor,Awful,3.5,Adventure,N
Soulcalibur IV,Great,8.7,Fighting,Y
Soulcalibur IV (Premium Edition),Great,8.7,Fighting,Y
Nancy Drew: The Phantom of Venice,Good,7.0,Adventure,N
1942: Joint Strike,Good,7.0,Shooter,N
MLB Power Pros 2008,Great,8.4,"Sports, Action",N
Bomberman Touch,Great,8.0,Action,N
Numba,Good,7.5,Puzzle,N
Donkey Kong 3,Okay,6.0,Action,N
Cocoto Fishing Master,Bad,4.0,Hunting,N
Get Smart,Bad,4.0,Action,N
Hancock,Mediocre,5.7,Action,N
Final Fantasy IV,Great,8.7,RPG,Y
The Princess Bride Game,Bad,4.0,Adventure,N
Golf: Tee It Up!,Great,8.2,Sports,N
Wonderworld Amusement Park,Awful,3.1,Simulation,N
Blitzkrieg 2: Liberation,Okay,6.0,Strategy,N
Wario Land: Super Mario Land 3,Good,7.9,Platformer,N
Red Baron Arcade,Mediocre,5.8,Flight,N
Elefunk,Good,7.0,Puzzle,N
Double D Dodgeball,Painful,2.5,Sports,N
Silpheed,Good,7.0,Action,N
NCAA Football 09 All-Play,Mediocre,5.0,Sports,N
Schizoid,Good,7.8,Action,N
Drive to Survive,Bad,4.0,"Racing, Action",N
Soul Bubbles,Great,8.0,Puzzle,N
SPOGS Racing,Unbearable,1.9,Racing,N
Burning Fight,Bad,4.5,Action,N
Gourmet Chef: Cook Your Way to Fame,Good,7.0,Simulation,N
Granada,Great,8.2,Action,N
Shining Stars: Super Starcade,Mediocre,5.5,Action,N
Siren: Blood Curse -- Episodes 5-8,Great,8.5,Adventure,Y
My Weight Loss Coach,Good,7.0,Productivity,N
PopCap Hits Vol. 2,Okay,6.0,Compilation,N
Siren: Blood Curse -- Episodes 1-4,Good,7.0,Adventure,N
Fatal Fury 2,Good,7.5,Fighting,N
Batman,Okay,6.0,Action,N
We Love Golf!,Good,7.4,Sports,N
Izuna 2: The Unemployed Ninja Returns,Okay,6.0,"Action, RPG",N
Go! Go! Break Steady,Good,7.3,Music,N
Coffeetime Crosswords,Awful,3.5,"Puzzle, Word Game",N
Insecticide Episode 1,Good,7.5,"Action, Adventure",N
Underwater Attack,Bad,4.5,Shooter,N
Bionic Commando Rearmed,Amazing,9.4,Platformer,Y
Wings Over Israel,Great,8.0,"Flight, Simulation",N
Mister Slime,Mediocre,5.0,Action,N
Star Parodier,Great,8.0,Shooter,Y
Pirates: The Key of Dreams,Bad,4.7,Action,N
Siren: Blood Curse -- Full Game,Great,8.4,Adventure,N
Geo-Political Simulator (2008),Mediocre,5.0,Simulation,N
The Immortals of Terra: A Perry Rhodan Adventure,Mediocre,5.8,Adventure,N
Siren: Blood Curse -- Episodes 9-12,Great,8.5,Adventure,Y
Braid,Great,8.8,Platformer,Y
King Kong,Awful,3.5,Other,N
Threshold,Bad,4.0,Shooter,N
Crash Bandicoot Nitro Kart 3D,Good,7.8,Racing,N
de Blob,Great,8.0,Platformer,N
NCAA Football 09,Okay,6.5,Sports,N
South Park Imaginationland,Okay,6.0,Action,N
Summer Athletics: The Ultimate Challenge,Mediocre,5.2,Sports,N
Beijing 2008: The Official Video Game of the Olympic Games,Mediocre,5.6,Sports,N
Space Chimps,Okay,6.7,Adventure,N
Madden NFL 09 All-Play,Great,8.6,Sports,Y
Panzer Dragoon,Amazing,9.0,Action,Y
Sonic the Hedgehog (Master System),Good,7.5,Action,N
Jawbreaker,Good,7.0,Action,N
Spectral Force 3,Bad,4.9,RPG,N
Women's Volleyball Championship,Painful,2.0,Sports,N
Chase H.Q.,Bad,4.5,Racing,N
Wingnuts Moto Racer,Good,7.0,Racing,N
SimCity Societies Destinations,Okay,6.7,Simulation,N
Pong Toss: Frat Party Games,Painful,2.0,Party,N
Wild West Guns,Okay,6.8,Shooter,N
Nancy Drew: The Mystery of the Clue Bender Society,Bad,4.0,Adventure,N
American Girl: Kit -- Mystery Challenge,Awful,3.5,Adventure,N
Petz: Dogz Fashion,Okay,6.7,Virtual Pet,N
PixelJunk Eden,Great,8.4,Platformer,Y
Art of Murder: FBI Confidential,Bad,4.5,Adventure,N
American McGee's Grimm: A Boy Learns What Fear Is,Okay,6.0,"Action, Adventure",N
Ninja Commando,Mediocre,5.5,Action,N
Sam & Max: Season Two,Great,8.1,"Adventure, Compilation",N
Diamond Twister,Good,7.5,Puzzle,N
Monster Madness: Grave Danger,Mediocre,5.2,Action,N
Madden NFL 09,Good,7.0,Sports,N
1701 A.D. (Gold Edition),Great,8.3,Simulation,N
American McGee's Grimm: Little Red Riding Hood,Okay,6.1,"Action, Adventure",N
Gley Lancer,Good,7.5,Shooter,N
Pranksterz: No Rest for the Wicked,Awful,3.0,Puzzle,N
Texas Hold 'em (2008),Great,8.5,Card,Y
Metal Angel,Painful,2.5,Shooter,N
Garfield: Lasagna World Tour,Painful,2.5,Adventure,N
Toy Bot Diaries,Good,7.9,Platformer,N
Puzzler Collection,Good,7.3,"Puzzle, Compilation",N
Madden NFL 09 (20th Anniversary Collector's Edition),Amazing,9.1,Sports,Y
Fable II -- Pub Games,Okay,6.4,Casino,N
Looney Tunes: Cartoon Conductor,Okay,6.8,Music,N
Bangai-O Spirits,Great,8.1,Shooter,N
Big Beach Sports,Painful,2.5,Sports,N
Little League World Series Baseball 2008,Good,7.2,Sports,N
Pony Luv,Awful,3.0,Simulation,N
